1	6	844416655
1	7	844416656
1	8	844416699
1	9	844416742
1	10	844416796
1	11	844416834
1	12	844416866
1	13	844416892
1	14	844416936
1	15	844416980
2	19	838983276
2	20	838983277
2	21	838983293
2	22	838983309
2	23	838983328
2	24	838983343
2	25	838983391
2	26	838983415
2	27	838983431
2	28	838983432
2	29	838983446
2	30	838983461
2	31	838983478
2	32	838983501
3	34	844420906
3	8	844420933
3	35	844420944
3	10	844420959
3	36	844420985
3	37	844421012
3	38	844421023
3	39	844421042
3	40	844421091
4	46	1049770512
4	47	1049834028
4	48	1049834047
4	49	1049834118
4	50	1049835380
4	51	1049835395
4	52	1049943632
5	55	838984165
5	56	838984207
5	57	838984242
5	58	838984264
5	59	838984291
5	60	838984320
5	61	838984349
5	62	838984401
5	63	838984423
5	64	838984449
5	32	838984470
5	65	838984512
5	66	838984545
6	70	1022108878
6	71	1022108907
6	72	1022108930
6	73	1022108931
6	74	1022109072
6	75	1022109098
6	76	1022109120
6	77	1022109232
6	78	1022109335
6	79	1022109357
6	80	1022109372
7	55	844421427
7	81	844425029
7	82	844425055
7	83	844425083
7	84	844425106
7	85	844425156
8	55	834874506
8	8	834874529
8	93	834874552
8	94	834874553
8	95	834874576
8	96	834874598
8	97	834874656
9	6	832997045
9	20	832997046
9	8	832997067
9	98	832997117
9	95	832997137
9	99	832997159
9	100	832997179
9	101	832997232
9	102	832997263
9	103	832997327
9	104	832997339
9	105	832997407
9	106	832997754
10	111	844423534
10	112	844423555
10	113	844423556
10	114	844423579
10	10	844423617
10	115	844423640
10	116	844423707
11	119	832197946
11	8	832197974
11	120	832197993
11	121	832198027
11	122	832198047
11	123	832198083
11	124	832199168
11	125	832199227
11	126	832199414
11	127	832985388
11	128	839407374
12	55	844423718
12	113	844423761
12	129	844423805
12	130	844423829
12	131	844423858
12	132	844423891
12	133	844424013
13	134	832581105
13	135	832581138
13	136	832581168
13	137	832581193
13	138	832581255
13	139	832581400
13	140	832581663
14	41	849547083
14	141	849547103
14	142	849547166
14	143	849548903
14	144	849548972
14	145	849633697
14	146	849634347
15	147	981570131
15	148	981570157
15	149	981570426
15	150	981570483
15	151	981570536
15	152	981570569
15	153	981570643
15	154	981570686
15	155	981570757
16	156	830343492
16	157	830343530
16	158	830343561
16	159	830343588
16	160	830343671
16	161	830343799
16	162	830343884
16	163	830344039
17	164	948227595
17	165	948228145
17	166	948229019
17	167	948229597
17	168	948229641
17	169	948231053
17	170	948232389
17	171	948233678
18	55	834877239
18	172	834877284
18	173	834877318
18	174	834877359
18	96	834877396
18	175	834877561
18	176	834877744
18	177	834877800
18	178	834877827
18	179	834877949
18	180	834878140
18	181	834878376
18	182	834878766
18	183	834878791
18	184	834878846
18	185	834878895
19	186	849547160
19	187	849547181
