0	0	0	0	0	0	0	0	0
117	170	178	0	0	0	0	0	0
198	261	0	0	0	0	0	0	0
216	230	0	0	0	0	0	0	0
295	311	0	0	0	0	0	0	0
254	282	318	0	0	0	0	0	0
315	316	0	0	0	0	0	0	0
70	218	0	0	0	0	0	0	0
72	82	188	191	313	0	0	0	0
117	170	319	0	0	0	0	0	0
156	178	238	0	0	0	0	0	0
131	261	0	0	0	0	0	0	0
57	106	314	0	0	0	0	0	0
204	216	0	0	0	0	0	0	0
27	207	223	272	311	0	0	0	0
19	312	321	0	0	0	0	0	0
565	849	1234	0	0	0	0	0	0
137	448	0	0	0	0	0	0	0
198	275	0	0	0	0	0	0	0
70	316	0	0	0	0	0	0	0
159	218	0	0	0	0	0	0	0
82	188	191	313	0	0	0	0	0
117	170	178	317	319	0	0	0	0
78	156	0	0	0	0	0	0	0
94	131	184	0	0	0	0	0	0
57	198	261	0	0	0	0	0	0
27	34	204	248	0	0	0	0	0
19	314	0	0	0	0	0	0	0
17	113	0	0	0	0	0	0	0
36	171	216	0	0	0	0	0	0
26	141	272	0	0	0	0	0	0
285	312	0	0	0	0	0	0	0
199	295	311	321	0	0	0	0	0
34	207	0	0	0	0	0	0	0
70	218	315	316	0	0	0	0	0
170	250	0	0	0	0	0	0	0
10	78	94	0	0	0	0	0	0
34	216	248	0	0	0	0	0	0
207	311	0	0	0	0	0	0	0
17	312	321	0	0	0	0	0	0
345	354	0	0	0	0	0	0	0
66	346	0	0	0	0	0	0	0
316	535	0	0	0	0	0	0	0
27	204	0	0	0	0	0	0	0
34	250	0	0	0	0	0	0	0
272	333	0	0	0	0	0	0	0
72	316	535	570	0	0	0	0	0
849	861	0	0	0	0	0	0	0
864	982	0	0	0	0	0	0	0
455	489	0	0	0	0	0	0	0
314	683	0	0	0	0	0	0	0
250	476	0	0	0	0	0	0	0
58	317	0	0	0	0	0	0	0
285	908	0	0	0	0	0	0	0
27	36	0	0	0	0	0	0	0
70	159	218	315	316	0	0	0	0
72	82	188	313	0	0	0	0	0
117	317	319	0	0	0	0	0	0
172	250	0	0	0	0	0	0	0
10	94	131	184	0	0	0	0	0
57	153	198	261	0	0	0	0	0
27	161	204	248	0	0	0	0	0
29	216	230	0	0	0	0	0	0
77	141	272	0	0	0	0	0	0
241	285	312	0	0	0	0	0	0
71	130	0	0	0	0	0	0	0
95	276	0	0	0	0	0	0	0
379	632	0	0	0	0	0	0	0
317	323	0	0	0	0	0	0	0
908	940	0	0	0	0	0	0	0
849	861	903	0	0	0	0	0	0
856	864	0	0	0	0	0	0	0
684	760	0	0	0	0	0	0	0
799	1096	1112	0	0	0	0	0	0
833	835	995	0	0	0	0	0	0
865	972	0	0	0	0	0	0	0
852	868	1011	1029	0	0	0	0	0
810	1061	0	0	0	0	0	0	0
882	959	964	0	0	0	0	0	0
955	1068	0	0	0	0	0	0	0
859	936	0	0	0	0	0	0	0
82	191	313	0	0	0	0	0	0
117	170	250	317	0	0	0	0	0
156	172	178	198	238	0	0	0	0
10	78	94	261	0	0	0	0	0
34	161	204	216	248	0	0	0	0
70	159	315	316	0	0	0	0	0
72	188	191	0	0	0	0	0	0
117	170	317	319	0	0	0	0	0
78	156	172	238	250	0	0	0	0
10	94	184	0	0	0	0	0	0
16	23	0	0	0	0	0	0	0
458	474	0	0	0	0	0	0	0
170	172	178	0	0	0	0	0	0
117	319	0	0	0	0	0	0	0
10	78	156	184	238	0	0	0	0
94	106	131	317	0	0	0	0	0
153	223	250	0	0	0	0	0	0
117	170	172	178	319	0	0	0	0
94	131	0	0	0	0	0	0	0
34	57	113	153	0	0	0	0	0
58	239	250	317	0	0	0	0	0
130	306	0	0	0	0	0	0	0
31	181	204	307	0	0	0	0	0
111	248	0	0	0	0	0	0	0
68	276	0	0	0	0	0	0	0
108	150	0	0	0	0	0	0	0
70	159	316	0	0	0	0	0	0
72	82	191	0	0	0	0	0	0
170	178	319	0	0	0	0	0	0
10	94	106	131	0	0	0	0	0
218	315	0	0	0	0	0	0	0
82	313	0	0	0	0	0	0	0
188	191	0	0	0	0	0	0	0
250	317	319	0	0	0	0	0	0
10	261	0	0	0	0	0	0	0
216	333	0	0	0	0	0	0	0
72	82	188	191	0	0	0	0	0
1	94	106	317	0	0	0	0	0
218	315	316	0	0	0	0	0	0
170	319	0	0	0	0	0	0	0
1	238	0	0	0	0	0	0	0
131	156	0	0	0	0	0	0	0
34	171	0	0	0	0	0	0	0
68	134	0	0	0	0	0	0	0
207	248	0	0	0	0	0	0	0
179	180	0	0	0	0	0	0	0
216	314	0	0	0	0	0	0	0
57	70	0	0	0	0	0	0	0
117	250	317	0	0	0	0	0	0
172	198	0	0	0	0	0	0	0
78	261	0	0	0	0	0	0	0
153	184	0	0	0	0	0	0	0
272	311	0	0	0	0	0	0	0
70	159	218	0	0	0	0	0	0
82	191	0	0	0	0	0	0	0
117	170	172	0	0	0	0	0	0
78	238	0	0	0	0	0	0	0
57	113	153	0	0	0	0	0	0
71	121	0	0	0	0	0	0	0
120	236	0	0	0	0	0	0	0
41	354	0	0	0	0	0	0	0
37	54	0	0	0	0	0	0	0
27	171	0	0	0	0	0	0	0
75	121	0	0	0	0	0	0	0
414	449	0	0	0	0	0	0	0
385	463	0	0	0	0	0	0	0
849	857	0	0	0	0	0	0	0
864	940	0	0	0	0	0	0	0
868	963	0	0	0	0	0	0	0
853	1102	0	0	0	0	0	0	0
839	1035	0	0	0	0	0	0	0
812	831	0	0	0	0	0	0	0
564	780	854	0	0	0	0	0	0
781	858	881	950	0	0	0	0	0
936	955	0	0	0	0	0	0	0
70	159	218	316	0	0	0	0	0
72	313	0	0	0	0	0	0	0
78	172	0	0	0	0	0	0	0
19	82	238	0	0	0	0	0	0
57	94	113	153	156	0	0	0	0
140	169	0	0	0	0	0	0	0
104	157	0	0	0	0	0	0	0
98	236	0	0	0	0	0	0	0
137	297	0	0	0	0	0	0	0
373	374	0	0	0	0	0	0	0
348	441	467	0	0	0	0	0	0
799	864	0	0	0	0	0	0	0
111	968	0	0	0	0	0	0	0
36	323	0	0	0	0	0	0	0
897	922	0	0	0	0	0	0	0
667	787	0	0	0	0	0	0	0
72	188	191	313	0	0	0	0	0
117	170	172	178	0	0	0	0	0
10	156	238	0	0	0	0	0	0
34	57	153	0	0	0	0	0	0
102	183	0	0	0	0	0	0	0
207	237	239	0	0	0	0	0	0
95	121	241	0	0	0	0	0	0
182	198	306	0	0	0	0	0	0
221	287	0	0	0	0	0	0	0
213	283	0	0	0	0	0	0	0
208	210	0	0	0	0	0	0	0
254	282	0	0	0	0	0	0	0
226	278	0	0	0	0	0	0	0
229	299	0	0	0	0	0	0	0
1	66	346	0	0	0	0	0	0
70	315	316	0	0	0	0	0	0
131	248	314	0	0	0	0	0	0
153	204	207	272	0	0	0	0	0
312	321	0	0	0	0	0	0	0
191	218	0	0	0	0	0	0	0
78	156	184	238	0	0	0	0	0
1	94	131	317	0	0	0	0	0
57	161	250	0	0	0	0	0	0
27	34	171	0	0	0	0	0	0
17	26	36	0	0	0	0	0	0
29	77	248	0	0	0	0	0	0
198	207	306	0	0	0	0	0	0
59	304	0	0	0	0	0	0	0
258	272	0	0	0	0	0	0	0
188	313	0	0	0	0	0	0	0
117	170	250	0	0	0	0	0	0
156	172	198	0	0	0	0	0	0
515	516	0	0	0	0	0	0	0
172	317	0	0	0	0	0	0	0
170	250	317	0	0	0	0	0	0
156	172	238	0	0	0	0	0	0
10	57	78	94	261	0	0	0	0
106	131	153	184	314	0	0	0	0
36	295	312	0	0	0	0	0	0
5	7	0	0	0	0	0	0	0
199	295	311	0	0	0	0	0	0
