1	204
1	388
1	1044
1	1069
1	1083
1	1642
1	1893
1	2069
1	2362
2	117
2	320
2	378
2	461
2	472
2	676
2	817
2	931
2	1601
2	2362
2	2400
2	2410
2	2493
2	2545
2	2824
2	2864
2	2871
3	413
3	684
3	697
3	902
3	1215
3	1616
3	1749
3	1783
3	2483
3	2915
4	1206
4	1749
4	1953
4	2323
4	2333
5	22
5	112
5	675
5	927
5	1894
5	2333
5	2788
5	2931
6	22
6	228
6	537
6	1616
6	1629
6	1728
6	1875
6	2020
6	2333
6	2564
7	114
7	279
7	537
7	599
7	927
7	987
7	2244
7	2333
7	2414
7	2564
7	2755
8	386
8	604
8	749
8	848
8	1037
8	1056
8	1072
8	1206
8	1893
8	1894
8	2213
8	2333
8	2673
8	2714
8	2823
9	111
9	210
9	479
9	643
9	1893
9	1948
9	2213
9	2333
10	290
10	392
10	413
10	670
10	927
10	1445
10	1783
10	1999
10	2300
10	2362
11	22
11	134
11	150
11	210
11	290
11	368
11	922
11	1002
11	1894
11	1948
11	2333
11	2606
12	440
12	1201
12	1666
12	1893
12	2336
13	114
13	228
13	300
13	932
13	1422
13	2788
13	2900
14	48
14	114
14	537
14	927
14	987
14	1881
14	2333
14	2564
14	2755
14	2815
15	212
15	746
15	2257
15	2337
15	2362
15	2400
15	2564
16	678
16	812
16	857
16	881
16	927
16	987
16	1206
16	1594
16	1832
16	1894
16	1999
16	2673
16	2677
16	2823
16	2941
17	22
17	134
17	177
17	178
17	378
17	868
17	881
17	1206
17	1360
17	1893
17	1953
17	2337
17	2927
18	362
18	987
18	2333
18	2428
19	290
19	1343
19	1616
19	1844
19	1999
19	2333
19	2915
20	112
20	987
20	1783
20	2333
20	2564
20	2790
21	112
21	927
21	987
21	1783
21	2333
21	2564
21	2788
22	98
22	279
22	384
22	885
22	1844
22	1894
22	2081
22	2915
23	290
23	502
23	599
23	728
23	1977
24	98
24	413
24	442
24	444
24	676
24	1893
24	1948
24	1953
24	1999
24	2333
25	676
25	917
25	981
25	1056
25	1130
25	1206
25	1981
25	2333
25	2493
26	290
26	305
26	502
26	979
26	1248
26	1873
26	2602
27	142
27	413
27	1296
27	1695
27	1894
27	2333
27	2673
27	2823
27	2915
28	22
28	114
28	279
28	502
28	927
28	1262
28	1728
28	1873
28	2333
28	2760
29	98
29	204
29	442
29	747
29	1206
29	1826
29	2014
29	2191
29	2333
29	2362
29	2690
30	114
30	228
30	676
30	987
30	1069
30	1645
30	1877
30	2333
30	2564
30	2730
31	114
31	675
31	987
31	1783
31	2333
31	2564
31	2823
31	2918
32	22
32	112
32	290
32	560
32	927
32	1989
32	2333
32	2870
33	11
33	537
33	1875
33	2148
33	2730
34	279
34	537
34	676
34	987
34	1728
34	2244
34	2280
34	2564
34	2755
34	2823
35	290
35	676
35	1336
35	1911
35	1917
35	1963
35	2244
35	2564
36	290
36	502
36	1248
36	1977
36	2124
36	2755
37	442
37	957
37	1175
37	1616
37	1893
37	2339
38	109
38	112
38	114
38	237
38	927
38	987
38	1783
38	2333
38	2564
38	2760
38	2788
39	290
39	319
39	927
39	948
39	1989
39	2145
39	2333
39	2475
39	2564
39	2837
40	112
40	114
40	502
40	537
40	927
40	987
40	1881
40	2143
40	2333
40	2564
40	2738
41	22
41	24
41	112
41	114
41	537
41	551
41	927
41	1875
41	2333
41	2479
41	2564
41	2788
41	2823
42	48
42	290
42	537
42	582
42	987
42	1580
42	1629
42	1875
42	2333
42	2564
43	112
43	114
43	300
43	987
43	2333
43	2414
43	2564
43	2823
43	2918
44	84
44	209
44	534
44	1069
44	1206
44	2330
44	2333
44	2483
44	2590
44	2673
45	22
45	114
45	279
45	831
45	927
45	1262
45	1728
45	1877
45	2107
45	2333
45	2755
46	290
46	413
46	437
46	444
46	987
46	1086
46	2333
46	2799
46	2868
46	2892
46	2932
47	22
47	114
47	119
47	290
47	927
47	1262
47	2333
47	2755
48	28
48	114
48	707
48	927
48	987
48	1728
48	2124
48	2755
49	48
49	290
49	537
49	1616
49	2564
50	237
50	1290
50	2169
50	2728
50	2838
51	74
51	924
51	1416
51	2665
51	2788
52	45
52	290
52	442
52	927
52	1082
52	1518
52	1832
52	1950
52	2498
53	210
53	290
53	442
53	858
53	891
53	1948
53	1950
53	1954
53	2333
54	22
54	114
54	279
54	537
54	927
54	1262
54	1728
54	2155
54	2164
54	2333
54	2755
55	22
55	210
55	300
55	1194
55	1214
55	1900
55	1948
55	2333
55	2788
56	22
56	217
56	676
56	1966
56	2333
56	2564
57	290
57	537
57	927
57	1783
57	2564
57	2648
57	2755
58	398
58	746
58	1847
58	1894
58	2333
58	2564
58	2714
58	2855
59	656
59	1401
59	1876
59	2213
59	2356
59	2362
59	2785
59	2788
60	290
60	440
60	444
60	701
60	703
60	1405
60	1783
60	1999
60	2333
60	2606
61	22
61	112
61	114
61	537
61	927
61	1873
61	1983
61	2333
61	2564
61	2755
61	2788
62	319
62	351
62	927
62	1478
62	2145
62	2788
62	2823
63	48
63	279
63	290
63	987
63	2280
64	319
64	329
64	927
64	1833
64	2602
64	2788
64	2823
64	2837
65	279
65	290
65	1034
65	1911
66	50
66	279
66	542
66	1875
66	1921
66	2333
66	2875
66	2883
67	22
67	112
67	114
67	228
67	279
67	537
67	932
67	1728
67	1875
67	1877
67	2065
67	2333
68	22
68	114
68	290
68	560
68	927
68	1783
68	1976
68	1977
68	2124
68	2483
68	2564
68	2760
68	2823
69	11
69	48
69	279
69	1728
69	1917
69	2815
70	22
70	24
70	56
70	112
70	114
70	537
70	551
70	927
70	1224
70	1262
70	1873
70	1875
70	1881
70	2333
70	2755
70	2900
70	2941
71	78
71	562
71	735
71	1717
71	2483
72	457
72	987
72	1086
72	1214
72	1900
72	1948
72	2333
73	112
73	114
73	279
73	290
73	502
73	927
73	987
73	1873
73	1879
73	2333
73	2564
73	2755
74	22
74	114
74	279
74	290
74	502
74	927
74	1262
74	2333
74	2414
74	2755
74	2815
75	22
75	114
75	279
75	502
75	537
75	927
75	2280
75	2333
75	2730
75	2760
75	2815
76	502
76	1290
76	2003
76	2602
76	2760
76	2848
77	279
77	463
77	673
77	1296
77	1616
77	1715
77	1911
77	2084
77	2788
77	2823
78	656
78	670
78	927
78	1728
78	2891
79	290
79	697
79	958
79	1783
79	1950
80	1422
80	1879
80	2333
80	2788
80	2823
80	2844
80	2918
81	290
81	676
81	933
81	1783
81	2333
81	2564
81	2755
82	147
82	479
82	676
82	747
82	838
82	854
82	857
82	2214
82	2333
83	22
83	112
83	290
83	560
83	1262
83	1645
83	1783
83	2333
83	2760
83	2823
83	2837
84	250
84	335
84	492
84	687
84	697
84	1214
84	1950
84	1999
84	2214
84	2333
84	2510
85	111
85	1201
85	1728
85	1783
85	1950
85	1999
85	2333
86	1175
86	1749
86	2362
86	2483
86	2791
86	2824
87	250
87	279
87	537
87	927
87	1783
87	2333
87	2564
87	2760
87	2823
88	290
88	656
88	711
88	927
88	1543
88	2483
89	237
89	290
89	646
89	697
89	1177
89	2129
89	2552
89	2564
90	440
90	630
90	1645
90	1844
90	1936
91	290
91	305
91	502
91	979
91	1247
91	1873
91	2602
92	112
92	228
92	927
92	987
92	1616
92	1639
92	1783
92	2333
92	2564
92	2730
93	389
93	650
93	791
93	796
93	1069
93	1201
93	1422
93	1881
93	2329
93	2333
94	24
94	472
94	534
94	747
94	791
94	981
94	1206
94	1422
94	1666
94	2338
95	48
95	112
95	114
95	290
95	537
95	987
95	1783
95	2333
95	2564
96	426
96	537
96	987
96	1965
96	2564
97	22
97	112
97	114
97	279
97	323
97	927
97	1262
97	1783
97	1785
97	2333
97	2788
98	987
98	1422
98	1893
98	2333
98	2823
98	2918
99	461
99	935
99	1108
99	1206
99	1237
99	1894
99	2673
99	2788
99	2838
100	290
100	319
100	502
100	927
100	1783
101	129
101	440
101	703
101	1837
101	1893
101	1894
101	1926
101	1999
101	2229
101	2333
102	22
102	114
102	300
102	1194
102	1999
102	2333
102	2414
102	2823
103	28
103	1485
103	1508
103	1652
103	2311
103	2602
103	2755
104	210
104	388
104	857
104	881
104	1214
104	1900
104	1948
104	2333
105	22
105	112
105	927
105	1783
105	1999
105	2333
105	2790
105	2881
106	112
106	290
106	927
106	987
106	1783
106	2333
106	2564
107	319
107	927
107	1873
107	2788
108	442
108	1164
108	1201
108	1422
108	1728
108	1922
108	2214
108	2333
108	2788
109	112
109	351
109	537
109	697
109	927
109	987
109	1224
109	1616
109	1728
109	1875
109	2124
109	2333
109	2564
109	2755
110	130
110	685
110	1112
110	1401
110	1616
110	2333
110	2598
110	2675
111	112
111	927
111	987
111	1718
111	1783
111	2333
111	2564
111	2788
112	279
112	440
112	1206
112	1893
112	2505
113	290
113	1049
113	1058
113	2335
113	2785
114	397
114	1430
114	1631
114	1670
114	1999
114	2333
114	2611
114	2675
114	2812
114	2915
115	48
115	112
115	114
115	119
115	279
115	290
115	537
115	927
115	987
115	1262
115	2333
115	2483
115	2755
115	2815
116	112
116	114
116	927
116	1745
116	2333
116	2414
116	2489
116	2564
116	2725
116	2755
116	2815
117	66
117	582
117	1465
117	1616
118	797
118	976
118	1616
118	1728
118	1894
118	1948
118	1953
118	1999
118	2333
119	187
119	249
119	551
119	1220
119	1384
119	1894
119	2001
120	413
120	630
120	927
120	1206
120	1313
120	1510
120	1520
120	1894
120	1999
120	2213
120	2335
120	2498
121	808
121	1844
121	1894
121	1999
121	2088
122	290
122	675
122	2336
122	2694
123	290
123	638
123	1322
123	1422
123	2164
124	112
124	362
124	2333
124	2823
124	2857
124	2900
125	290
125	927
125	946
125	1875
125	1962
125	2244
125	2333
125	2546
125	2564
126	48
126	112
126	537
126	640
126	927
126	987
126	1911
126	2333
126	2564
126	2755
127	881
127	965
127	1950
127	2069
128	114
128	119
128	300
128	901
128	932
128	987
128	2333
128	2564
128	2742
128	2755
129	1279
129	1826
129	1890
129	2191
129	2213
129	2919
130	290
130	989
130	1459
130	1616
130	1749
130	1950
130	2333
130	2362
131	495
131	746
131	795
131	1999
131	2333
131	2483
131	2611
131	2871
132	114
132	188
132	599
132	927
132	2333
132	2564
132	2725
132	2740
132	2760
132	2788
133	142
133	289
133	1215
133	1894
133	1999
133	2383
133	2915
134	378
134	927
134	1059
134	1296
134	1518
134	1594
134	1783
134	1894
134	2333
134	2915
135	701
135	1783
135	1875
135	1953
135	2483
136	112
136	237
136	290
136	537
136	987
136	1259
136	2333
136	2414
136	2564
137	98
137	290
137	676
137	1894
137	2084
137	2336
137	2823
138	746
138	1894
138	2564
138	2871
139	290
139	415
139	440
139	643
139	701
139	1076
139	1130
139	1206
139	1315
139	1501
139	1894
139	2483
139	2799
140	116
140	1022
140	1832
140	1893
140	2339
140	2673
141	8
141	187
141	699
141	1214
141	1999
141	2084
141	2333
142	134
142	150
142	177
142	392
142	987
142	1206
142	1569
142	1894
142	1948
142	1999
142	2109
142	2333
142	2915
143	71
143	290
143	461
143	927
143	1893
143	1950
143	1997
143	2258
143	2339
144	413
144	413
144	936
144	1201
144	1599
144	2339
144	2503
144	2895
145	161
145	378
145	808
145	1837
145	1903
145	2109
145	2304
146	210
146	290
146	389
146	469
146	987
146	1214
146	1459
146	1948
146	2333
147	125
147	210
147	290
147	384
147	1201
147	1631
147	1894
147	2095
147	2333
147	2823
147	2871
148	210
148	389
148	1206
148	1296
148	1666
148	1686
148	1893
148	2213
148	2333
148	2493
148	2503
148	2688
148	2823
148	2928
149	210
149	290
149	697
149	958
